,Order,File_Type,SKU_number,MarketingType,ReleaseNumber,New_Release_Flag,StrengthFactor,PriceReg,ReleaseYear,ItemCount,LowUserPrice,LowNetPrice,SoldFlag
46908,52797,Historical,286235,S,2,1,1805129,89.33,2005,16,64.98,84.86,1
42985,48823,Historical,645186,S,3,1,6187949,160.0,2006,18,114.17,54.69,0
27463,28065,Historical,174190,D,1,0,1146507,44.99,2000,17,38.15,36.19,0
62311,69516,Historical,1741142,S,2,1,1753831,134.34,2006,22,0.0,57.83,0
14751,15128,Historical,58024,D,5,1,92448,115.0,2009,86,96.93,36.34,0
47572,53474,Historical,312167,S,9,1,498510,99.95,2006,39,58.95,23.99,0
32192,32906,Historical,241141,D,2,1,110956,29.95,2001,642,11.85,9.12,1
20926,21407,Historical,51207,D,4,1,355064,143.4,2007,105,79.53,28.87,0
39617,44330,Historical,766407,S,12,1,3260817,191.95,2011,12,181.91,171.49,0
16763,17168,Historical,354746,D,1,0,1474818,89.95,2004,41,93.98,42.99,0
56020,62417,Historical,132241,S,3,1,292825,116.0,2007,48,34.5,76.48,0
25610,26180,Historical,2588076,D,0,0,6478831,142.15,1969,33,22.11,45.59,0
43566,49416,Historical,534008,S,12,1,721305,118.95,2008,102,4.0,29.61,0
63269,70580,Historical,626804,S,2,1,517927,64.99,2011,28,0.0,0.0,0
24740,25287,Historical,608059,D,3,1,2961799,207.95,2004,35,131.78,9.96,0
65589,73246,Historical,120375,S,9,1,176963,71.4,2008,47,53.34,33.99,0
64569,72043,Historical,620739,S,3,1,737790,93.99,2012,37,10.54,13.98,0
58021,64637,Historical,1958207,S,0,0,71965,50.0,2014,17,0.0,30.0,0
59190,65964,Historical,2101193,S,0,0,392434,44.99,2014,5,0.0,30.18,0
51284,57255,Historical,906009,S,2,1,1107373,39.0,2001,16,27.36,19.99,0
73890,82722,Historical,537182,S,1,0,148483,70.0,1999,52,0.0,9.0,0
45885,51760,Historical,619811,S,2,1,1343889,75.0,2008,22,4.93,8.04,0
63837,71213,Historical,2054245,S,0,0,456815,40.0,2013,22,18.99,24.19,0
55027,61288,Historical,618059,S,0,0,209742,49.95,1989,73,27.69,33.22,0
36080,37545,Historical,52982,S,3,1,702729,110.0,2002,53,145.06,27.99,0
65639,73300,Historical,801617,S,4,1,1974497,67.95,2008,50,46.98,9.62,0
33461,34214,Historical,52781,D,1,0,778297,23.49,2006,76,37.65,21.99,1
60584,67536,Historical,170147,S,2,1,1291848,99.95,2011,45,4.0,36.98,0
67300,75175,Historical,849750,S,10,1,2671414,117.96,1999,29,119.94,32.27,0
2486,2600,Historical,2256460,D,5,1,3491513,67.74,2008,24,122.99,101.04,0
66650,74444,Historical,644351,S,7,1,34623,66.0,2013,29,52.19,52.93,0
71861,80367,Historical,203925,S,8,1,675398,30.99,2010,71,27.74,30.34,0
9436,9715,Historical,285451,D,9,1,899367,40.2,2006,37,49.29,42.95,1
64104,71511,Historical,111100,S,14,1,274977,114.75,2011,35,22.54,77.48,0
25925,26499,Historical,533422,D,5,1,588437,237.95,2010,61,108.34,67.49,1
62571,69796,Historical,108533,S,5,1,1318643,8.82,2005,92,6.86,4.5,0
65734,73402,Historical,204109,S,3,1,139522,50.99,2008,49,9.4,25.41,0
11116,11435,Historical,1534386,D,0,0,2095900,99.0,2007,16,116.3,76.96,0
10941,11255,Historical,56712,D,4,1,396931,59.95,2011,188,59.7,7.95,0
37414,40547,Historical,652571,S,8,1,217491,34.99,2012,31,8.88,25.88,0
34562,35344,Historical,246273,D,2,1,445241,108.95,2006,32,57.83,65.43,0
4089,4297,Historical,147141,D,7,1,1484116,230.0,2005,23,151.85,104.38,1
47258,53155,Historical,537940,S,4,1,7054491,158.95,2003,25,76.46,10.99,0
12651,12995,Historical,533273,D,5,1,23528,157.95,2012,98,57.88,38.99,1
1364,1375,Historical,2334118,D,2,1,1994548,109.62,1978,24,23.87,68.61,0
11133,11452,Historical,200089,D,1,0,1239254,133.95,2004,12,0.0,45.03,1
27477,28079,Historical,514674,D,1,0,1210150,44.5,2006,156,72.15,31.99,0
64342,71785,Historical,917352,S,3,1,2968071,46.64,1999,31,29.19,15.38,0
37338,40185,Historical,621751,S,2,1,238816,60.0,2003,30,4.41,7.26,0
38012,41599,Historical,156903,S,3,1,713094,65.95,2002,39,5.98,39.82,0
19658,20113,Historical,416589,D,9,1,110621,36.99,2008,77,73.43,9.99,0
63350,70671,Historical,52551,S,1,0,497090,18.16,2006,59,78.23,7.99,0
19181,19625,Historical,421858,D,1,0,282408,152.8,2010,48,131.42,71.35,0
40260,45099,Historical,421355,S,6,1,712828,241.33,2004,15,138.89,379.17,0
43209,49052,Historical,156781,S,2,1,2385923,49.95,2000,22,35.04,27.02,0
16418,16815,Historical,239642,D,0,0,422749,10.95,1998,50,36.96,10.95,0
24321,24859,Historical,635301,D,1,0,293734,84.95,2005,23,51.67,52.91,0
15367,15753,Historical,894581,D,0,0,6812135,83.95,1999,11,137.99,44.75,0
5051,5275,Historical,252671,D,8,1,23647,200.75,2011,198,108.96,59.88,1
71747,80247,Historical,478832,S,11,1,925910,27.95,2008,94,6.37,5.99,0
20736,21215,Historical,60508,D,9,1,952480,111.0,2005,72,111.42,13.24,0
14012,14371,Historical,259835,D,0,0,2709539,79.0,2002,26,63.94,28.99,0
24864,25417,Historical,253831,D,4,1,96601,70.95,2008,23,53.95,59.99,0
1339,1348,Historical,224502,D,1,0,2831386,64.95,2000,35,0.0,13.85,0
40212,45010,Historical,858388,S,7,1,574172,254.25,2013,21,0.0,133.22,0
45061,50922,Historical,607644,S,2,1,864486,106.2,2001,46,88.68,8.89,0
30694,31369,Historical,169516,D,7,1,812467,95.95,2007,33,61.39,22.77,0
20458,20932,Historical,145429,D,4,1,1035340,193.33,2007,35,86.47,43.83,1
29579,30230,Historical,697557,D,4,1,1768607,22.98,2007,12,88.52,21.14,0
199,207,Historical,61183,D,4,1,2044417,172.95,2003,46,22.97,5.03,0
69245,77396,Historical,133446,S,8,1,333045,105.0,2011,19,97.5,32.99,0
73887,82716,Historical,642303,S,2,1,1109911,69.95,2011,18,33.94,50.62,0
28692,29316,Historical,554964,D,4,1,1739036,0.0,2009,30,70.63,108.65,0
55442,61761,Historical,537154,S,8,1,266017,76.5,2013,21,58.36,54.31,0
58309,64961,Historical,152668,S,3,1,579682,95.0,2006,96,39.97,67.86,0
54963,61216,Historical,623437,S,0,0,880351,34.5,2008,27,29.64,51.76,0
44948,50809,Historical,628614,S,3,1,1297747,54.95,2006,34,61.94,44.39,0
26116,26699,Historical,912522,D,1,0,1212812,66.05,2006,17,39.77,62.97,1
41452,46812,Historical,1841068,S,1,0,1151501,95.95,2012,9,0.0,53.47,0
29450,30098,Historical,161526,D,3,1,834557,68.66,2007,40,35.27,69.0,0
72915,81566,Historical,531768,S,3,1,344594,29.99,2011,19,0.0,0.0,0
75441,84490,Historical,109741,S,2,1,2267980,10.23,2005,31,77.39,6.0,0
57863,64447,Historical,117197,S,4,1,375026,65.4,2005,44,19.99,86.17,0
63182,70478,Historical,887371,S,2,1,896737,48.0,2015,26,40.44,33.34,0
4230,4442,Historical,789305,D,1,0,1877642,34.95,2004,21,0.0,0.0,0
75672,84736,Historical,163371,S,10,1,1107654,56.98,2011,24,0.0,56.82,0
59329,66114,Historical,530775,S,2,1,29158,29.95,2010,24,21.04,14.98,0
16485,16885,Historical,629737,D,3,1,2817802,43.99,2006,40,95.14,43.59,0
16731,17136,Historical,533323,D,13,1,164761,97.2,2011,82,89.82,13.87,1
33819,34575,Historical,698791,D,6,1,4484213,103.25,2007,15,109.12,74.08,0
4781,5003,Historical,162340,D,4,1,192919,30.82,2008,37,67.73,72.99,0
74402,83292,Historical,616039,S,2,1,69282,54.0,2009,47,27.02,32.96,0
9244,9521,Historical,169260,D,1,0,171461,135.95,2005,35,71.95,104.19,1
32134,32848,Historical,290863,D,1,0,1229508,131.95,2006,47,120.43,18.98,1
8502,8763,Historical,622871,D,7,1,339072,124.12,1994,49,26.43,59.15,0
20595,21074,Historical,2255191,D,1,0,2131444,72.22,2007,42,0.0,45.64,0
5650,5877,Historical,148597,D,1,0,110991,79.95,2009,41,15.83,11.29,0
45637,51509,Historical,223600,S,6,1,426321,68.95,2007,22,53.99,85.16,0
71596,80089,Historical,616038,S,4,1,267585,50.8,2009,26,24.5,28.99,0
69810,78056,Historical,848945,S,3,1,10036597,76.35,1998,24,21.15,45.61,0
62830,70101,Historical,625603,S,14,1,38470,178.25,2013,47,87.98,107.41,1
1814,1902,Historical,727969,D,1,0,4493531,61.99,1999,30,77.92,9.94,0
13024,13374,Historical,53935,D,7,1,81228,36.98,2010,112,153.98,32.43,1
39502,44207,Historical,739352,S,8,1,1716559,77.2,2000,32,48.12,26.49,0
32817,33553,Historical,643445,D,3,1,803805,63.0,2007,14,49.96,39.68,0
14265,14628,Historical,646355,D,1,0,1397506,299.0,2010,18,0.0,0.0,0
30129,30792,Historical,625262,D,1,0,277160,54.99,2010,145,33.86,31.74,0
10321,10616,Historical,165817,D,1,0,317632,52.99,2004,28,73.94,19.0,0
28325,28941,Historical,251959,D,4,1,1413852,229.95,2008,53,51.31,32.99,0
23445,23970,Historical,116446,D,2,1,1100294,104.33,2004,49,43.77,18.39,0
10244,10537,Historical,249747,D,1,0,145926,191.95,2006,72,108.77,40.27,1
44473,50328,Historical,774909,S,3,1,1619802,46.95,2000,19,73.62,89.87,0
14145,14505,Historical,179189,D,9,1,334890,290.95,2009,78,186.09,27.99,0
63832,71208,Historical,670238,S,5,1,628324,48.95,2011,18,51.33,42.17,0
66459,74209,Historical,774669,S,1,0,3198094,58.95,1999,21,41.98,16.56,0
60148,67043,Historical,655806,S,1,0,92634,106.8,2013,36,0.0,34.99,0
3281,3440,Historical,875578,D,1,0,4142936,33.95,1997,30,40.55,42.82,0
73660,82456,Historical,921573,S,2,1,967923,79.99,1989,85,13.41,20.99,0
50046,55985,Historical,423256,S,9,1,2159405,157.33,2008,79,123.99,13.94,0
60674,67644,Historical,536736,S,7,1,10215,76.0,2012,91,35.91,36.96,0
66553,74329,Historical,2016515,S,3,1,200586,87.5,2014,19,64.53,34.82,0
11953,12284,Historical,298874,D,8,1,162876,104.0,2011,67,60.48,38.98,0
15424,15810,Historical,617358,D,12,1,73056,76.2,2011,96,19.73,48.98,1
50213,56159,Historical,170146,S,7,1,866282,78.95,2011,85,43.04,15.68,0
51748,57734,Historical,247563,S,2,1,1226030,55.95,2005,86,47.84,10.18,0
3891,4094,Historical,225708,D,2,1,864143,115.95,2002,26,98.52,140.75,0
31230,31918,Historical,60914,D,8,1,1668630,95.4,2005,48,50.1,5.84,0
66791,74604,Historical,2205703,S,0,0,1279974,9.99,2013,26,34.36,9.12,0
23469,23994,Historical,52141,D,3,1,2762408,162.95,2004,38,110.97,8.35,0
70268,78609,Historical,569019,S,2,1,516032,44.99,2007,44,28.95,28.99,0
64699,72203,Historical,622757,S,2,1,346710,47.95,2006,63,49.9,37.66,0
34591,35374,Historical,2940773,D,10,1,5002184,62.99,2005,12,48.45,99.13,0
45750,51623,Historical,51286,S,4,1,608560,109.95,2005,84,100.61,6.98,0
62162,69342,Historical,529638,S,4,1,773887,115.0,1991,37,43.99,27.07,0
61243,68274,Historical,542832,S,6,1,603677,66.0,2011,34,43.18,63.94,0
36583,38215,Historical,53676,S,7,1,2490888,12.49,2005,15,117.23,13.98,0
48759,54678,Historical,147522,S,7,1,873123,75.95,2007,29,38.13,65.98,0
66251,73975,Historical,58570,S,4,1,1188788,104.08,1999,104,114.75,13.44,0
15924,16315,Historical,614516,D,1,0,114566,95.95,2012,105,52.95,66.96,0
30988,31668,Historical,51051,D,7,1,261135,272.95,2007,32,126.45,51.43,0
20587,21066,Historical,178969,D,5,1,1286252,69.95,2009,47,15.96,7.95,0
22742,23257,Historical,326413,D,4,1,74832,69.99,2011,79,29.65,40.83,0
13747,14105,Historical,200414,D,1,0,255609,77.95,2010,65,38.99,14.98,1
6636,6871,Historical,1826324,D,7,1,878083,71.95,2013,36,61.21,21.01,1
17057,17468,Historical,615988,D,6,1,2988610,101.95,2006,25,107.46,56.95,0
33166,33908,Historical,132146,D,6,1,912080,118.67,2006,33,81.65,21.99,0
60159,67061,Historical,886192,S,1,0,211120,60.0,2012,10,53.99,39.6,0
43997,49851,Historical,701624,S,2,1,697588,36.0,2009,27,26.17,28.98,0
35711,36915,Historical,2084610,S,3,1,59440,24.95,2014,41,15.67,16.64,0
24147,24682,Historical,913400,D,2,1,2434642,95.0,2005,29,128.98,13.89,0
29297,29943,Historical,110276,D,3,1,223293,13.94,2007,51,85.09,14.98,0
2484,2598,Historical,607733,D,7,1,2701368,72.0,2007,19,79.82,7.44,0
13136,13487,Historical,610257,D,3,1,58766,97.95,2011,157,75.58,34.99,1
35664,36835,Historical,434999,S,6,1,40251,177.4,2011,67,73.99,39.97,0
69577,77784,Historical,632360,S,2,1,841986,116.6,2001,43,31.9,110.27,0
41070,46139,Historical,573163,S,2,1,84169,100.0,2010,14,0.0,80.5,0
73804,82622,Historical,156822,S,2,1,734777,49.95,2002,20,0.0,39.93,0
53459,59558,Historical,860577,S,5,1,389464,150.0,2012,65,151.43,84.89,0
37707,41092,Historical,107710,S,4,1,1182959,85.7,2002,39,14.27,57.71,0
1471,1486,Historical,2593553,D,1,0,9111749,83.99,1992,16,129.6,74.29,0
21382,21871,Historical,528912,D,6,1,17443,226.4,2012,145,66.94,36.93,1
21443,21933,Historical,169327,D,7,1,195946,182.95,2006,42,101.88,48.94,1
17262,17675,Historical,530339,D,4,1,78507,50.0,2012,96,33.99,20.98,0
40310,45169,Historical,644361,S,2,1,198110,124.0,2013,31,61.36,94.41,0
1788,1875,Historical,699199,D,6,1,3277685,131.89,2009,22,148.28,58.79,0
5811,6041,Historical,545987,D,0,0,1132960,91.95,2014,27,199.33,53.94,1
55693,62042,Historical,621607,S,3,1,2156731,232.75,2007,30,118.96,13.83,0
20525,21002,Historical,137499,D,5,1,4011626,120.0,2005,30,50.29,36.99,0
52389,58402,Historical,525280,S,2,1,1132850,69.95,2009,15,0.0,53.98,0
57361,63886,Historical,157557,S,2,1,696552,61.95,2011,27,62.06,52.03,0
9654,9933,Historical,286437,D,6,1,200036,192.8,2010,40,121.1,92.82,0
36350,37936,Historical,434859,S,10,1,381347,120.0,2009,34,138.97,38.99,0
64850,72376,Historical,747005,S,2,1,1364792,102.5,2011,12,109.78,73.82,0
22922,23440,Historical,53036,D,11,1,270349,253.95,2008,57,43.98,47.57,1
50332,56279,Historical,913835,S,2,1,1026822,58.95,2005,31,33.98,41.99,0
51396,57369,Historical,594423,S,0,0,654994,79.95,2010,28,88.35,62.67,0
18646,19079,Historical,111291,D,11,1,118517,219.25,2010,100,10.19,11.96,1
18241,18667,Historical,416483,D,15,1,341973,0.0,2008,28,44.86,101.27,0
17667,18088,Historical,622698,D,6,1,370334,80.0,2009,65,86.92,66.23,0
42207,47991,Historical,534372,S,2,1,145969,37.95,1993,56,131.92,34.99,0
75571,84631,Historical,900474,S,5,1,322411,42.95,2014,27,26.95,31.52,0
62111,69284,Historical,2511904,S,2,1,883152,59.5,1993,24,3.99,41.97,0
23902,24435,Historical,110459,D,7,1,35423,45.96,2010,76,78.62,59.03,1
45118,50979,Historical,156206,S,2,1,3051864,139.95,2003,14,92.0,100.59,0
10968,11282,Historical,53814,D,5,1,37632,81.95,2009,440,47.19,15.66,1
57121,63628,Historical,146054,S,1,0,782056,199.67,2008,19,0.0,134.99,0
67276,75150,Historical,661939,S,3,1,1209445,115.0,2013,16,42.98,31.99,0
36216,37766,Historical,633241,S,2,1,371888,180.0,2010,25,119.95,129.05,0
61806,68933,Historical,56236,S,10,1,1957899,32.95,2003,32,27.83,22.6,1
70507,78889,Historical,881667,S,0,0,201115,59.99,2014,9,0.0,35.99,0
46846,52735,Historical,104203,S,8,1,160669,63.2,1995,23,97.99,75.46,1
65286,72879,Historical,634319,S,3,1,202477,50.0,2008,34,30.42,32.41,0
56618,63077,Historical,628788,S,2,1,53478,69.99,2008,24,43.66,53.62,0
17206,17618,Historical,146165,D,12,1,50145,190.33,2010,220,103.98,28.74,0
49354,55281,Historical,638433,S,5,1,400460,59.95,2009,18,39.31,58.25,0
37674,41048,Historical,916509,S,10,1,843328,59.99,2008,43,0.0,39.41,0
7769,8021,Historical,169145,D,7,1,96571,242.95,2006,49,75.18,50.28,0
12456,12797,Historical,132546,D,9,1,214678,120.4,2009,43,112.85,38.99,0
45816,51690,Historical,120768,S,2,1,305126,186.67,2008,54,95.85,31.89,0
20314,20786,Historical,162105,D,12,1,3057315,5.99,2007,39,134.4,13.99,0
30292,30962,Historical,114758,D,2,1,1034983,113.47,2001,51,98.99,24.74,1
52655,58674,Historical,875618,S,2,1,5972620,287.29,2008,36,69.68,103.73,0
71901,80408,Historical,247806,S,2,1,243208,36.95,2007,32,9.17,23.98,0
65464,73093,Historical,664587,S,5,1,14644,119.5,2014,85,52.0,56.59,0
59217,65995,Historical,155276,S,0,0,920939,94.4,1999,127,0.0,21.55,0
61951,69091,Historical,112324,S,0,0,522288,151.5,2007,62,22.99,51.47,0
36760,38716,Historical,165934,S,2,1,2258070,0.0,2005,24,4.8,39.61,0
20691,21170,Historical,529147,D,2,1,1042227,85.0,2009,40,4.5,13.99,0
70274,78617,Historical,164678,S,6,1,443208,251.5,2003,61,7.69,47.63,0
33747,34503,Historical,132547,D,3,1,370185,74.4,2007,16,67.01,32.77,0
9062,9333,Historical,899867,D,1,0,4498061,59.95,2007,10,49.19,53.97,0
19328,19775,Historical,58262,D,4,1,137156,121.4,2008,32,55.99,73.53,0
40886,45884,Historical,532387,S,3,1,132991,62.95,2013,16,51.72,55.94,0
54236,60406,Historical,620148,S,2,1,1030489,72.0,1997,23,35.94,33.98,0
31904,32609,Historical,2415880,D,0,0,91881,250.0,1971,42,100.94,128.99,0
51307,57278,Historical,119975,S,8,1,310063,183.4,2009,34,68.36,43.59,0
74028,82878,Historical,530037,S,0,0,46685,11.49,2007,28,5.66,11.39,0
50430,56382,Historical,592321,S,3,1,885622,99.0,2007,39,93.94,21.99,0
61446,68514,Historical,863088,S,20,1,640573,35.95,2003,33,33.7,62.09,1
56449,62891,Historical,652523,S,2,1,66075,34.95,2012,29,18.97,23.99,0
27976,28590,Historical,270804,D,5,1,53461,106.99,2011,134,34.06,12.88,0
14311,14674,Historical,120542,D,4,1,80050,196.2,2007,62,162.16,67.79,0
23718,24244,Historical,528192,D,2,1,271480,55.0,2006,20,50.64,63.67,0
36703,38505,Historical,145426,S,2,1,490995,117.6,2007,29,17.92,37.04,0
61249,68280,Historical,702076,S,3,1,218181,39.0,2011,17,0.0,0.0,0
73425,82172,Historical,132782,S,4,1,319789,77.2,2009,98,11.48,19.97,1
68141,76158,Historical,291634,S,1,0,69573,147.95,2003,39,0.0,50.32,0
72518,81086,Historical,545918,S,4,1,17799,58.95,2013,26,30.04,37.42,0
22327,22833,Historical,874719,D,10,1,2288603,16.23,2006,70,78.99,11.33,1
8572,8834,Historical,169432,D,8,1,838823,243.95,2006,72,121.98,10.0,0
14472,14842,Historical,244140,D,4,1,158159,143.95,2012,58,95.26,36.79,1
70177,78507,Historical,922361,S,0,0,169529,65.97,2006,52,0.0,21.75,1
45463,51330,Historical,254048,S,6,1,257643,66.95,2010,24,79.99,870.39,0
74440,83339,Historical,164792,S,3,1,334855,106.0,1998,45,19.04,58.55,0
5136,5360,Historical,53993,D,17,1,78129,29.99,2008,254,152.58,24.98,1
59286,66067,Historical,634379,S,6,1,2068801,43.94,2008,18,6.2,43.94,0
5874,6104,Historical,52180,D,5,1,799578,196.0,2006,61,125.17,4.96,0
23315,23837,Historical,134723,D,7,1,328727,43.0,2007,36,11.35,32.43,0
46409,52291,Historical,169638,S,3,1,1194170,391.95,2007,24,113.94,77.36,0
37900,41313,Historical,142914,S,4,1,2731039,95.0,2004,13,85.99,180.49,0
17192,17604,Historical,608225,D,10,1,109875,39.4,2007,83,46.32,40.52,0
24865,25419,Historical,293893,D,6,1,484501,288.95,2010,33,147.22,44.42,0
28655,29278,Historical,1454565,D,0,0,231554,109.3,2011,40,0.0,66.67,0
1954,2047,Historical,897833,D,1,0,4203161,34.95,1998,14,0.0,73.49,0
71147,79601,Historical,644468,S,3,1,59266,90.0,2013,35,52.99,56.2,1
11621,11947,Historical,194117,D,1,0,516734,39.0,2007,179,22.72,6.53,0
11752,12079,Historical,873297,D,2,1,2862535,34.51,1990,21,33.92,43.99,0
40970,46005,Historical,636424,S,2,1,1552494,199.0,1996,24,128.64,139.3,0
6201,6434,Historical,183128,D,5,1,859126,143.95,2010,55,33.87,26.66,0
64289,71717,Historical,54553,S,5,1,1959682,49.95,2005,108,34.99,7.96,0
37036,39493,Historical,271181,S,4,1,329953,7.99,2003,61,9.93,9.59,0
37492,40747,Historical,717584,S,2,1,1819468,208.95,2001,24,4.98,23.98,0
30643,31317,Historical,872343,D,0,0,2265539,50.2,1984,30,71.84,49.84,0
49097,55021,Historical,915361,S,3,1,579141,95.95,1994,30,103.98,69.48,1
72363,80917,Historical,525586,S,3,1,32896,37.44,2011,67,20.0,12.56,0
30530,31203,Historical,246410,D,5,1,1374853,109.95,2007,52,34.72,10.4,1
63167,70462,Historical,1845444,S,2,1,754731,51.95,2008,27,28.99,38.34,0
18717,19150,Historical,652792,D,7,1,448938,46.95,2010,25,42.55,73.39,0
2596,2714,Historical,115626,D,3,1,3178062,120.0,2003,38,57.23,15.15,0
3835,4038,Historical,244145,D,3,1,162083,59.95,2011,161,26.01,9.22,0
72561,81129,Historical,545673,S,3,1,798936,56.99,2012,21,32.66,36.69,0
48678,54596,Historical,1477961,S,9,1,3080328,109.75,2012,28,44.54,34.57,0
46780,52669,Historical,2940843,S,2,1,6114496,88.95,2005,6,45.56,82.41,0
61096,68115,Historical,594799,S,6,1,731585,80.99,2012,17,6.54,10.94,0
61709,68823,Historical,871190,S,3,1,45665,39.99,2015,20,39.6,28.76,0
41577,47021,Historical,610278,S,4,1,102734,84.0,2013,36,51.73,66.19,0
32734,33466,Historical,135613,D,3,1,1177281,46.95,2007,30,29.49,49.98,0
68846,76952,Historical,629898,S,3,1,330910,80.0,2003,31,50.49,62.28,0
36040,37470,Historical,624313,S,7,1,923088,99.0,2010,21,86.99,85.65,1
54504,60710,Historical,130274,S,3,1,51987,79.99,1997,38,35.68,50.97,0
60815,67815,Historical,530160,S,6,1,1160318,25.99,2012,27,4.0,23.99,0
10075,10364,Historical,2491497,D,3,1,8387046,41.95,2003,12,21.23,51.9,1
67832,75797,Historical,52653,S,8,1,1155496,93.95,2001,46,105.99,13.89,0
50777,56738,Historical,608377,S,7,1,818752,0.0,2006,37,49.58,23.96,0
9020,9291,Historical,139272,D,3,1,70296,60.0,2009,30,82.99,39.74,0
54526,60734,Historical,162729,S,2,1,190350,60.0,2010,31,35.41,41.09,0
6792,7027,Historical,642399,D,3,1,2612459,108.3,1993,23,76.79,47.99,0
65253,72837,Historical,528248,S,3,1,73953,49.0,2012,31,43.99,36.75,0
25034,25589,Historical,125832,D,4,1,637983,99.95,2004,38,79.37,51.08,0
55765,62118,Historical,2572384,S,5,1,811303,80.15,1995,46,4.47,60.23,0
49977,55914,Historical,105855,S,4,1,3042847,79.95,2002,26,52.86,41.91,0
33232,33974,Historical,203779,D,1,0,782583,88.95,2007,66,44.98,8.46,0
54103,60258,Historical,126048,S,1,0,142767,133.95,2003,77,33.98,63.99,1
41990,47749,Historical,532334,S,0,0,723668,177.95,2013,35,151.93,43.38,0
32408,33130,Historical,265860,D,8,1,1810243,168.0,2002,27,13.99,6.99,0
60772,67761,Historical,128130,S,3,1,5901617,85.0,1999,19,103.3,67.45,0
37393,40471,Historical,644135,S,0,0,40881,36.95,2005,21,0.0,32.95,0
8495,8756,Historical,626381,D,15,1,423762,86.54,2007,22,165.79,63.78,0
65570,73225,Historical,1873345,S,1,0,293115,189.95,2010,25,0.0,42.6,0
15355,15741,Historical,54521,D,2,1,1080915,150.67,2007,83,74.76,29.33,1
62141,69318,Historical,132860,S,6,1,1754938,136.47,2008,25,78.91,125.08,0
14,17,Historical,169222,D,8,1,2352021,129.95,2006,22,75.84,8.97,0
4477,4696,Historical,645761,D,0,0,1547585,56.95,2000,22,65.87,28.99,1
16228,16622,Historical,169779,D,4,1,752447,62.95,2008,177,23.94,16.58,0
21420,21909,Historical,121336,D,12,1,22605,175.4,2010,76,145.29,32.94,1
32573,33299,Historical,913392,D,0,0,2228541,98.95,2007,23,42.35,7.98,0
71297,79763,Historical,182550,S,3,1,438445,184.95,2001,48,0.0,0.0,0
60468,67401,Historical,245040,S,2,1,1084258,180.95,2004,34,6.61,17.49,0
18143,18569,Historical,298608,D,2,1,45980,230.95,2010,65,75.74,71.94,1
32412,33134,Historical,1472100,D,6,1,6641744,75.0,2008,25,41.99,43.99,0
75824,84908,Historical,198472,S,2,1,895531,71.95,2003,31,28.44,56.6,0
16407,16804,Historical,137745,D,2,1,97124,31.95,2004,46,52.48,34.1,0
31341,32030,Historical,60921,D,5,1,240435,329.95,2004,33,112.58,71.81,0
46902,52791,Historical,623505,S,1,0,545870,76.95,2009,85,70.51,48.78,0
58815,65538,Historical,716253,S,17,1,78581,220.47,2013,56,182.89,43.99,0
44389,50243,Historical,111897,S,13,1,97745,124.0,2011,36,58.99,149.28,0
16031,16424,Historical,111915,D,5,1,17109,80.0,2012,126,112.56,32.49,1
56070,62474,Historical,639746,S,1,0,3648,59.99,2013,32,0.0,39.92,0
29939,30594,Historical,52899,D,6,1,1420031,157.95,2006,107,129.4,4.44,1
890,898,Historical,176501,D,3,1,282631,173.95,1997,57,123.69,56.19,0
26117,26700,Historical,577370,D,4,1,200366,83.99,2007,57,53.75,13.99,0
74818,83785,Historical,550496,S,20,1,2346698,8.86,2008,32,36.47,11.87,0
50672,56633,Historical,755553,S,3,1,3646599,190.0,2004,16,92.93,72.87,0
12662,13006,Historical,531676,D,4,1,49902,233.95,2009,32,72.68,58.97,0
40578,45505,Historical,637549,S,1,0,342714,194.0,2013,46,179.99,126.89,0
53768,59886,Historical,607226,S,6,1,938638,114.0,2001,67,152.48,13.99,1
58659,65369,Historical,541568,S,2,1,877855,34.95,2010,21,20.94,18.13,0
67380,75264,Historical,901776,S,2,1,6716899,105.0,1994,18,91.89,72.79,0
40912,45920,Historical,525512,S,3,1,162585,70.0,2009,30,42.49,52.75,0
43383,49230,Historical,294335,S,1,0,355938,58.0,2000,32,0.0,0.0,0
67474,75377,Historical,1562968,S,5,1,2794702,40.95,2007,16,0.0,26.36,0
59506,66322,Historical,536675,S,4,1,30486,166.0,2012,46,79.16,72.38,0
23120,23640,Historical,218476,D,11,1,2441459,76.4,1997,26,10.19,19.95,0
67415,75304,Historical,633744,S,3,1,386448,69.0,2013,38,48.85,40.03,0
27732,28339,Historical,526880,D,10,1,110595,200.0,2012,48,27.19,22.99,1
12362,12702,Historical,135669,D,12,1,1302552,46.95,2010,50,20.5,10.32,1
3245,3400,Historical,878480,D,8,1,235179,30.99,2010,51,83.99,18.29,0
8013,8269,Historical,533431,D,5,1,18457,294.95,2012,132,182.15,47.94,1
37618,40985,Historical,888809,S,0,0,131468,33.98,2012,5,33.98,19.13,0
54774,61017,Historical,2105413,S,0,0,662243,52.0,2014,33,0.0,43.98,0
1784,1871,Historical,691853,D,4,1,3506046,76.95,1998,28,102.09,47.79,0
45275,51136,Historical,609587,S,7,1,488675,70.95,2008,46,25.54,63.61,1
15258,15644,Historical,563147,D,1,0,90443,54.95,1980,67,36.99,29.73,0
263,271,Historical,60350,D,8,1,2324700,61.95,2002,65,60.0,12.7,0
60792,67788,Historical,893049,S,7,1,207888,0.0,2012,15,39.81,0.0,0
